acc,f1,prec,rec,eval_f1,dataset,method,text_backbone,seed,logger_name,beta_shift,dropout_prob,warmup_proportion,lr,aligned_method,weight_decay
57.65,52.09,55.61,52.09,0.5061,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-19-07-36,0.01,0.5,0.05,2.9999999999999997e-05,ctc,0.03
56.91,51.82,52.72,52.23,0.5098,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-19-17-12,0.01,0.5,0.05,3e-05,ctc,0.01
57.06,51.32,51.6,51.97,0.5125,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-19-29-49,0.01,0.5,0.05,2.9999999999999997e-05,ctc,0.1
58.24,53.02,54.36,53.56,0.523,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-19-43-52,0.01,0.5,0.05,3e-05,conv1d,0.03
56.27,51.22,51.55,51.55,0.513,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-19-54-42,0.01,0.5,0.05,2.9999999999999997e-05,conv1d,0.01
57.7,50.94,53.79,51.02,0.5194,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-20-09-13,0.01,0.5,0.05,3e-05,conv1d,0.1
58.24,52.61,53.83,52.39,0.5117,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-20-19-19,0.01,0.5,0.05,9e-06,ctc,0.03
58.14,52.41,53.98,51.99,0.5073,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-20-40-14,0.01,0.5,0.05,9e-06,ctc,0.01
58.24,53.05,54.31,52.77,0.51,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-21-01-22,0.01,0.5,0.05,9e-06,ctc,0.1
57.21,52.11,52.27,52.66,0.5154,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-21-22-23,0.01,0.5,0.05,9e-06,conv1d,0.03
57.4,52.8,53.02,53.28,0.51,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-21-51-14,0.01,0.5,0.05,9e-06,conv1d,0.01
57.01,51.97,52.08,52.57,0.5175,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-22-17-08,0.01,0.5,0.05,9e-06,conv1d,0.1
57.06,51.13,52.6,50.67,0.5175,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-22-46-15,0.01,0.3,0.1,2e-05,ctc,0.03
57.3,51.48,52.77,51.27,0.521,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-23-00-29,0.01,0.3,0.1,2e-05,ctc,0.01
56.71,51.23,52.43,51.12,0.5231,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-23-14-34,0.01,0.3,0.1,2e-05,ctc,0.1
56.27,50.36,53.27,50.51,0.5112,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-23-33-08,0.01,0.3,0.1,2e-05,conv1d,0.03
56.42,50.16,53.55,50.2,0.5048,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-23-45-35,0.01,0.3,0.1,2e-05,conv1d,0.01
56.52,50.38,52.17,50.63,0.5084,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-16-23-58-16,0.01,0.3,0.1,2e-05,conv1d,0.1
56.62,51.95,52.93,51.87,0.5231,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-00-10-48,0.01,0.3,0.1,2.9999999999999997e-05,ctc,0.03
57.35,52.39,53.78,52.26,0.5342,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-00-26-16,0.01,0.3,0.1,3e-05,ctc,0.01
57.45,52.74,53.92,52.8,0.5244,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-00-41-42,0.01,0.3,0.1,2.9999999999999997e-05,ctc,0.1
55.73,49.99,51.39,50.0,0.507,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-00-57-22,0.01,0.3,0.1,3e-05,conv1d,0.03
56.57,51.4,52.48,51.43,0.512,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-01-16-44,0.01,0.3,0.1,2.9999999999999997e-05,conv1d,0.01
57.4,51.26,52.91,51.22,0.4966,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-01-32-54,0.01,0.3,0.1,3e-05,conv1d,0.1
56.81,51.88,52.58,51.98,0.5144,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-01-45-13,0.01,0.3,0.1,9e-06,ctc,0.03
56.67,51.75,52.5,51.81,0.5137,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-02-07-36,0.01,0.3,0.1,9e-06,ctc,0.01
58.09,53.49,54.65,53.05,0.514,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-02-30-05,0.01,0.3,0.1,9e-06,ctc,0.1
56.57,51.09,51.87,50.99,0.5082,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-02-53-59,0.01,0.3,0.1,9e-06,conv1d,0.03
56.81,51.47,52.35,51.29,0.5109,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-03-18-52,0.01,0.3,0.1,9e-06,conv1d,0.01
56.76,51.23,51.88,51.11,0.5071,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-03-43-40,0.01,0.3,0.1,9e-06,conv1d,0.1
56.96,51.68,53.22,51.46,0.5234,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-04-11-03,0.01,0.3,0.01,2e-05,ctc,0.03
57.94,52.67,54.22,52.04,0.5218,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-04-25-10,0.01,0.3,0.01,2e-05,ctc,0.01
57.21,51.78,53.32,51.55,0.5321,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-04-42-21,0.01,0.3,0.01,2e-05,ctc,0.1
58.73,54.44,56.03,54.16,0.5171,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-05-01-29,0.01,0.3,0.01,2e-05,conv1d,0.03
56.37,52.34,53.62,52.45,0.5108,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-05-12-14,0.01,0.3,0.01,2e-05,conv1d,0.01
57.11,52.41,54.46,51.58,0.5059,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-05-26-44,0.01,0.3,0.01,2e-05,conv1d,0.1
56.76,52.08,52.73,52.88,0.5222,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-05-42-26,0.01,0.3,0.01,2.9999999999999997e-05,ctc,0.03
55.98,50.94,50.89,51.51,0.517,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-05-55-26,0.01,0.3,0.01,3e-05,ctc,0.01
57.7,51.84,53.26,51.62,0.5263,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-06-07-24,0.01,0.3,0.01,2.9999999999999997e-05,ctc,0.1
56.12,51.49,52.66,51.32,0.5115,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-06-20-46,0.01,0.3,0.01,3e-05,conv1d,0.03
56.07,50.41,50.95,51.39,0.5206,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-06-35-18,0.01,0.3,0.01,2.9999999999999997e-05,conv1d,0.01
56.27,52.32,52.93,52.73,0.5214,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-06-52-35,0.01,0.3,0.01,3e-05,conv1d,0.1
57.75,51.56,52.79,51.71,0.5213,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-07-05-32,0.01,0.3,0.01,9e-06,ctc,0.03
56.96,50.7,51.57,50.55,0.519,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-07-19-23,0.01,0.3,0.01,9e-06,ctc,0.01
57.6,49.37,51.5,49.97,0.5111,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-07-37-35,0.01,0.3,0.01,9e-06,ctc,0.1
56.91,50.97,51.68,51.43,0.5034,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-07-47-14,0.01,0.3,0.01,9e-06,conv1d,0.03
57.94,51.45,52.75,51.39,0.5047,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-07-59-51,0.01,0.3,0.01,9e-06,conv1d,0.01
56.22,51.01,51.31,51.2,0.4984,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-08-12-05,0.01,0.3,0.01,9e-06,conv1d,0.1
57.21,52.32,53.17,52.42,0.5269,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-08-40-23,0.01,0.3,0.05,2e-05,ctc,0.03
57.06,51.56,53.48,51.58,0.5158,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-08-53-14,0.01,0.3,0.05,2e-05,ctc,0.01
57.01,51.92,53.53,51.57,0.5323,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-09-03-46,0.01,0.3,0.05,2e-05,ctc,0.1
56.81,52.35,53.84,52.34,0.5122,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-09-18-09,0.01,0.3,0.05,2e-05,conv1d,0.03
57.6,53.13,54.22,53.0,0.5172,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-09-36-13,0.01,0.3,0.05,2e-05,conv1d,0.01
55.63,51.32,52.93,50.92,0.5133,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-09-49-55,0.01,0.3,0.05,2e-05,conv1d,0.1
55.04,50.21,51.64,50.37,0.5181,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-10-12-49,0.01,0.3,0.05,2.9999999999999997e-05,ctc,0.03
56.17,50.81,52.38,51.0,0.5209,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-10-25-44,0.01,0.3,0.05,3e-05,ctc,0.01
56.47,50.72,51.95,50.41,0.525,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-10-38-37,0.01,0.3,0.05,2.9999999999999997e-05,ctc,0.1
56.47,51.71,52.06,51.98,0.5093,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-10-51-36,0.01,0.3,0.05,3e-05,conv1d,0.03
56.57,50.87,52.72,50.16,0.5252,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-11-05-15,0.01,0.3,0.05,2.9999999999999997e-05,conv1d,0.01
56.37,52.16,52.44,52.69,0.5335,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-11-16-11,0.01,0.3,0.05,3e-05,conv1d,0.1
57.6,52.6,53.44,52.7,0.5255,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-11-33-01,0.01,0.3,0.05,9e-06,ctc,0.03
57.65,52.67,53.41,52.71,0.5227,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-11-54-14,0.01,0.3,0.05,9e-06,ctc,0.01
57.4,52.57,53.36,52.57,0.5253,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-12-15-36,0.01,0.3,0.05,9e-06,ctc,0.1
57.65,52.72,53.62,52.84,0.4971,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-12-50-40,0.01,0.3,0.05,9e-06,conv1d,0.03
57.55,51.11,52.73,51.42,0.5012,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-13-09-46,0.01,0.3,0.05,9e-06,conv1d,0.01
57.11,51.56,52.22,51.72,0.5048,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-13-26-20,0.01,0.3,0.05,9e-06,conv1d,0.1
57.26,51.08,53.05,50.42,0.528,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-13-42-33,0.01,0.1,0.1,2e-05,ctc,0.03
57.99,52.82,53.45,52.98,0.5271,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-13-56-20,0.01,0.1,0.1,2e-05,ctc,0.01
55.93,50.0,50.47,50.13,0.531,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-14-14-27,0.01,0.1,0.1,2e-05,ctc,0.1
57.4,52.45,53.89,52.22,0.5084,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-14-31-53,0.01,0.1,0.1,2e-05,conv1d,0.03
57.55,53.0,54.27,52.34,0.512,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-14-48-53,0.01,0.1,0.1,2e-05,conv1d,0.01
56.47,50.24,51.71,50.54,0.5057,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-15-05-09,0.01,0.1,0.1,2e-05,conv1d,0.1
57.21,50.63,51.47,51.64,0.5206,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-15-17-19,0.01,0.1,0.1,2.9999999999999997e-05,ctc,0.03
57.7,51.32,54.37,50.88,0.5197,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-15-28-01,0.01,0.1,0.1,3e-05,ctc,0.01
55.83,51.38,50.92,52.75,0.5256,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-15-41-26,0.01,0.1,0.1,2.9999999999999997e-05,ctc,0.1
56.42,51.49,53.25,51.13,0.5067,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-15-53-58,0.01,0.1,0.1,3e-05,conv1d,0.03
55.14,50.42,52.07,50.6,0.5156,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-16-06-13,0.01,0.1,0.1,2.9999999999999997e-05,conv1d,0.01
55.44,50.56,51.97,50.1,0.5285,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-16-20-59,0.01,0.1,0.1,3e-05,conv1d,0.1
57.99,52.15,53.51,51.96,0.5185,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-16-36-57,0.01,0.1,0.1,9e-06,ctc,0.03
57.5,52.67,53.26,52.65,0.5164,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-16-54-16,0.01,0.1,0.1,9e-06,ctc,0.01
57.5,52.24,52.73,52.43,0.5183,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-17-19-14,0.01,0.1,0.1,9e-06,ctc,0.1
57.4,52.0,52.93,51.98,0.5162,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-17-39-39,0.01,0.1,0.1,9e-06,conv1d,0.03
57.4,52.13,52.97,52.09,0.5119,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-17-58-00,0.01,0.1,0.1,9e-06,conv1d,0.01
56.96,50.83,52.31,50.92,0.5096,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-18-16-50,0.01,0.1,0.1,9e-06,conv1d,0.1
55.78,49.41,51.15,48.82,0.5302,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-18-33-46,0.01,0.1,0.01,2e-05,ctc,0.03
56.42,50.48,51.39,50.7,0.5414,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-18-46-40,0.01,0.1,0.01,2e-05,ctc,0.01
56.96,51.3,52.16,51.31,0.5224,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-18-59-50,0.01,0.1,0.01,2e-05,ctc,0.1
56.27,50.77,52.06,50.57,0.5194,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-19-14-12,0.01,0.1,0.01,2e-05,conv1d,0.03
56.07,51.46,52.42,51.2,0.5183,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-19-34-23,0.01,0.1,0.01,2e-05,conv1d,0.01
56.62,52.47,53.48,52.45,0.5167,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-19-46-58,0.01,0.1,0.01,2e-05,conv1d,0.1
57.3,52.4,53.31,52.77,0.5222,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-19-59-55,0.01,0.1,0.01,2.9999999999999997e-05,ctc,0.03
57.55,52.34,53.42,51.9,0.5259,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-20-11-54,0.01,0.1,0.01,3e-05,ctc,0.01
57.11,51.03,52.78,50.55,0.5185,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-20-32-51,0.01,0.1,0.01,2.9999999999999997e-05,ctc,0.1
57.94,52.95,53.88,52.92,0.523,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-20-52-32,0.01,0.1,0.01,3e-05,conv1d,0.03
57.99,52.85,53.57,53.0,0.5266,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-21-03-10,0.01,0.1,0.01,2.9999999999999997e-05,conv1d,0.01
56.22,50.65,51.81,50.68,0.5209,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-21-11-20,0.01,0.1,0.01,3e-05,conv1d,0.1
58.34,52.49,53.75,51.92,0.5279,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-21-22-56,0.01,0.1,0.01,9e-06,ctc,0.03
58.68,52.92,53.93,52.58,0.5198,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-21-42-07,0.01,0.1,0.01,9e-06,ctc,0.01
57.8,52.65,53.72,52.55,0.5216,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-22-01-24,0.01,0.1,0.01,9e-06,ctc,0.1
57.35,51.85,52.33,52.03,0.5106,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-22-21-47,0.01,0.1,0.01,9e-06,conv1d,0.03
56.76,51.8,52.32,51.72,0.5164,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-22-35-45,0.01,0.1,0.01,9e-06,conv1d,0.01
57.11,51.96,52.68,51.86,0.5123,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-22-51-11,0.01,0.1,0.01,9e-06,conv1d,0.1
57.7,51.81,53.36,51.6,0.5361,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-23-06-37,0.01,0.1,0.05,2e-05,ctc,0.03
57.7,51.97,53.01,52.06,0.526,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-23-20-26,0.01,0.1,0.05,2e-05,ctc,0.01
58.68,52.26,53.69,52.0,0.5271,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-23-32-27,0.01,0.1,0.05,2e-05,ctc,0.1
57.01,51.59,52.58,51.44,0.519,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-23-41-58,0.01,0.1,0.05,2e-05,conv1d,0.03
58.29,53.1,53.28,53.45,0.5326,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-23-56-56,0.01,0.1,0.05,2e-05,conv1d,0.01
57.7,51.82,52.42,52.1,0.5215,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-00-16-41,0.01,0.1,0.05,2e-05,conv1d,0.1
55.63,50.17,51.29,50.24,0.5264,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-00-27-21,0.01,0.1,0.05,2.9999999999999997e-05,ctc,0.03
56.86,52.24,53.53,52.31,0.5198,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-00-42-05,0.01,0.1,0.05,3e-05,ctc,0.01
57.01,50.97,52.8,50.89,0.5172,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-00-51-42,0.01,0.1,0.05,2.9999999999999997e-05,ctc,0.1
57.06,51.66,52.07,51.89,0.5188,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-01-07-48,0.01,0.1,0.05,3e-05,conv1d,0.03
56.62,51.88,54.19,51.84,0.4956,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-01-17-25,0.01,0.1,0.05,2.9999999999999997e-05,conv1d,0.01
56.27,50.91,51.76,51.17,0.5261,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-01-26-16,0.01,0.1,0.05,3e-05,conv1d,0.1
57.99,52.78,54.23,52.49,0.5132,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-01-42-36,0.01,0.1,0.05,9e-06,ctc,0.03
57.3,51.67,52.14,51.77,0.5157,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-02-00-35,0.01,0.1,0.05,9e-06,ctc,0.01
56.91,52.02,52.45,52.25,0.5159,MIntRec2,mag_bert,bert-base-uncased,4.0,mag_bert_MIntRec2_multi-class_seed-4_2024-03-18-02-18-37,0.01,0.1,0.05,9e-06,ctc,0.1
...,,,,,,,,,,,,,,,
56.42,50.88,52.29,50.76,0.5157,MIntRec2,mag_bert,bert-base-uncased,5.0,mag_bert_MIntRec2_multi-class_seed-5_2024-03-18-03-09-45,0.01,0.5,0.01,3e-05,conv1d,0.01
...,,,,,,,,,,,,,,,
57.7,52.05,53.99,51.33,0.5155,MIntRec2,mag_bert,bert-base-uncased,5.0,mag_bert_MIntRec2_multi-class_seed-5_2024-03-18-03-36-23,0.01,0.3,0.01,2e-05,conv1d,0.03
57.3,52.44,53.2,52.92,0.5096,MIntRec2,mag_bert,bert-base-uncased,3.0,mag_bert_MIntRec2_multi-class_seed-3_2024-03-18-04-02-00,0.01,0.3,0.01,2e-05,conv1d,0.03
57.45,51.94,52.49,52.16,0.509,MIntRec2,mag_bert,bert-base-uncased,2.0,mag_bert_MIntRec2_multi-class_seed-2_2024-03-18-04-21-00,0.01,0.3,0.01,2e-05,conv1d,0.03
59.03,53.18,54.03,53.55,0.5185,MIntRec2,mag_bert,bert-base-uncased,1.0,mag_bert_MIntRec2_multi-class_seed-1_2024-03-18-04-40-15,0.01,0.3,0.01,2e-05,conv1d,0.03
